request method,input size,response code,duration
3,712,400,290
3,715,207,417
0,390,504,277
3,888,109,415
1,939,406,726
3,173,406,210
1,567,408,46
3,274,307,1040
3,273,306,730
0,356,500,250
1,631,101,307
3,366,305,613
2,618,500,478
1,451,106,718
3,540,407,823
2,984,100,234
1,601,402,122
3,98,403,680
2,1021,106,233
3,690,402,750
0,882,107,914
0,399,507,238
1,594,102,100
2,504,206,310
0,293,509,705
2,569,203,257
3,333,309,715
3,578,302,385
3,335,308,696
1,211,106,791
3,66,402,696
3,247,303,1018
3,128,406,226
3,965,106,469
0,1062,207,361
0,971,502,405
2,1014,101,249
0,919,104,889
3,982,102,483
3,125,407,217
1,645,106,310
0,911,109,901
1,745,507,267
3,744,208,408
3,553,304,430
1,436,108,645
3,789,509,781
3,561,409,811
0,1065,207,355
3,799,207,374
3,167,405,230
0,868,100,885
0,286,508,616
0,264,108,503
0,78,101,626
2,550,506,460
3,32,407,668
1,279,102,854
0,273,507,634
0,979,509,498
0,441,500,227
3,585,304,393
3,321,303,699
1,458,109,661
3,803,509,810
0,978,500,420
3,622,403,798
3,772,507,796
1,646,101,298
3,793,200,396
0,953,505,477
1,367,109,662
3,338,304,728
1,917,408,682
1,652,105,254
0,974,507,402
3,175,409,176
1,214,106,842
3,617,409,801
3,762,408,788
2,801,107,438
3,51,405,714
3,590,105,426
1,530,403,43
0,369,507,245
0,1084,205,305
0,573,503,199
3,742,402,788
0,1076,209,347
3,609,306,443
3,288,300,1027
3,770,509,817
0,930,502,447
2,583,501,866
2,620,507,833
2,616,502,848
3,257,302,1022
3,796,209,362
3,311,300,1004
1,392,201,410
3,267,300,1059
3,554,307,395
1,418,104,727
1,564,103,58
3,661,406,331
0,543,504,256
3,717,402,292
3,732,207,392
1,521,403,129
3,625,401,821
2,561,208,280
3,110,400,645
1,381,201,367
3,736,406,740
1,371,406,505
3,64,403,666
0,947,503,451
0,183,102,539
0,355,509,246
0,402,501,249
2,549,507,520
1,781,502,279
2,957,109,294
0,384,509,264
3,889,101,482
3,216,306,1000
2,961,107,279
3,292,301,731
3,552,300,401
2,547,203,301
0,1080,209,359
0,1037,206,312
0,253,103,476
1,406,404,522
3,559,108,419
2,726,109,440
0,840,101,898
2,556,503,464
3,791,505,842
1,587,101,143
1,384,401,499
3,124,402,193
0,433,500,258
2,781,103,435
2,598,501,898
3,755,201,408
1,772,503,268
3,603,309,457
2,769,103,458
3,552,407,882
3,774,207,404
3,981,108,415
0,1090,200,368
2,548,208,282
2,963,104,252
3,782,506,821
1,929,406,680
0,244,109,553
1,546,103,62
2,995,109,323
0,593,506,245
1,267,105,787
1,284,104,812
1,648,101,287
3,555,107,355
2,717,106,499
0,521,501,196
0,417,500,300
0,528,509,237
1,755,504,299
1,405,104,662
0,955,506,411
3,666,409,313
3,635,403,814
2,531,506,483
3,909,105,446
2,728,102,482
3,980,101,479
3,313,300,1035
3,159,408,138
3,553,304,428
1,350,401,495
1,618,100,267
3,570,400,844
3,86,407,720
1,631,104,270
0,278,104,485
2,581,507,474
3,291,309,997
3,962,102,421
1,644,104,153
3,138,400,191
3,679,406,250
0,1055,207,304
3,828,504,795
3,77,407,691
1,383,405,478
2,964,105,258
0,244,103,493
2,615,503,828
1,597,109,253
1,605,105,258
2,551,500,884
3,632,406,278
2,498,206,304
0,1060,206,359
0,843,102,874
3,560,107,393
3,599,403,859
2,581,201,260
1,549,103,130
1,713,506,304
0,210,502,692
3,274,309,630
3,300,306,674
3,805,208,358
3,940,107,480
1,565,407,65
1,609,104,270
3,634,403,268
3,577,300,436
2,806,105,445
1,329,201,402
0,933,500,427
0,422,502,312
1,526,405,90
1,609,108,110
0,923,503,439
0,981,502,450
3,557,101,365
2,584,500,500
1,636,104,97
0,76,107,566
3,536,401,868
0,186,100,500
0,105,105,605
2,726,106,464
2,581,506,500
3,570,409,885
0,1099,206,387
3,597,308,422
3,680,409,799
0,214,101,555
3,659,401,238
2,1039,100,262
3,302,308,661
3,559,309,382
1,453,100,716
0,1026,208,317
0,1097,205,342
0,906,106,841
1,601,100,122
3,680,400,808
2,568,201,306
3,322,302,608
0,249,106,507
3,588,101,440
0,955,503,416
0,905,104,853
3,605,400,841
2,754,109,426
0,918,505,494
0,218,101,508
3,698,407,322
1,399,108,657
1,773,500,288
2,613,501,885
3,77,404,630
3,750,504,752
0,1026,206,373
3,552,109,422
1,560,109,102
0,54,106,608
1,593,107,80
1,618,106,138
3,634,405,313
3,696,404,331
3,750,407,751
1,748,505,244
3,584,409,822
3,590,105,405
1,756,504,243
0,43,104,634
1,594,409,87
3,755,506,782
0,862,101,846
1,439,102,683
0,604,509,241
0,423,503,253
0,916,104,874
1,385,401,571
0,250,505,681
1,638,103,144
3,637,408,245
1,589,404,44
3,163,409,175
0,213,502,618
2,543,500,504
0,433,502,270
3,539,308,389
2,564,504,462
0,87,100,575
0,865,102,888
2,614,506,522
3,343,303,607
0,539,507,207
1,285,103,833
0,1072,205,302
3,709,402,274
3,685,409,766
3,692,409,309
3,886,108,405
3,920,108,427
0,438,509,251
1,400,108,660
3,272,306,694
2,775,107,427
1,930,402,699
3,700,403,739
2,554,508,887
1,639,103,61
1,282,108,807
0,957,501,410
1,374,107,671
0,9,101,600
0,260,102,532
1,365,404,481
2,610,500,918
3,292,308,733
3,349,306,741
0,39,103,625
0,297,508,672
3,703,404,800
1,905,404,711
1,384,107,712
2,527,203,319
1,206,104,855
2,1051,108,234
2,556,202,244
0,605,501,260
3,756,401,753
2,566,503,873
0,355,505,273
1,549,408,119
0,259,108,494
1,651,106,308
2,580,508,481
0,540,507,253
1,859,405,729
2,571,203,268
0,212,103,549
1,396,100,654
3,268,305,993
3,652,401,292
2,997,107,265
1,550,401,81
0,521,500,232
1,918,401,729
2,528,206,315
3,832,503,779
3,713,403,746
3,567,102,357
0,1062,204,360
3,163,400,228
3,792,206,326
3,739,506,837
3,619,407,272
3,211,409,178
0,441,504,302
1,200,103,820
1,326,405,562
0,188,106,540
3,336,300,705
0,198,502,671
0,840,106,836
1,265,104,850
3,915,103,409
1,442,102,654
0,909,505,482
3,673,403,733
1,323,207,396
1,539,408,112
0,437,500,274
0,202,500,687
1,436,102,725
0,1019,201,380
3,200,406,190
1,599,403,116
3,215,309,1074
0,28,108,618
1,899,403,696
3,750,409,721
3,335,307,689
1,606,405,84
0,228,100,542
3,653,404,326
0,13,109,590
3,284,304,675
3,720,400,756
3,631,400,865
3,572,403,823
2,563,206,281
1,941,406,698
3,361,305,649
0,905,108,825
0,244,505,626
3,157,404,220
3,261,308,1028
0,923,503,412
0,54,108,559
1,456,108,672
1,446,106,720
2,1043,101,291
3,697,403,310
2,977,109,287
2,523,208,280
1,863,400,704
3,20,407,706
3,703,401,320
3,102,409,630
2,713,106,428
3,979,105,415
1,327,408,512
3,250,304,1072
2,787,102,495
1,746,502,210
0,520,504,213
0,914,508,464
3,964,107,445
3,536,406,827
0,69,101,648
0,914,506,446
2,762,100,460
1,590,105,132
1,395,108,689
3,250,306,1074
0,436,509,259
3,565,100,357
1,363,202,405
3,557,102,381
3,802,507,762
3,273,301,630
0,283,504,661
0,431,505,298
3,763,209,399
1,348,402,539
3,269,303,1069
1,894,409,761
3,191,408,167
2,1036,106,264
1,575,105,73
2,804,100,430
3,561,402,831
3,729,408,728
1,378,204,411
3,330,305,657
0,986,506,462
3,743,408,742
3,774,205,411
0,847,106,838
1,519,408,109
0,611,500,269
2,563,206,252
1,894,405,709
3,23,400,655
3,563,101,435
3,980,101,399
3,679,401,808
3,702,404,278
2,762,101,501
3,630,302,425
3,713,408,790
1,459,103,703
3,612,402,803
1,886,407,691
3,739,508,805
1,609,108,130
0,581,502,266
0,446,500,259
2,543,508,443
3,721,403,740
3,765,508,771
3,757,502,788
2,793,101,458
2,562,502,475
0,236,102,478
2,543,502,495
0,912,104,896
1,622,101,257
0,424,506,285
1,563,106,249
1,328,204,324
0,580,501,252
1,703,500,217
3,635,405,304
2,545,503,494
2,537,508,525
0,559,500,254
1,625,107,294
1,904,409,671
1,361,205,341
3,565,108,372
3,312,308,759
3,804,203,349
3,759,204,406
3,309,308,705
0,405,500,326
3,296,305,992
1,610,103,273
0,517,506,270
1,732,506,282
1,331,402,538
0,1052,201,333
1,375,107,685
3,723,407,722
0,96,109,624
3,902,104,493
1,612,102,108
0,584,500,173
3,289,308,734
0,249,100,566
2,489,203,301
2,558,501,446
3,563,100,366
1,735,501,267
1,516,401,119
1,863,408,668
3,746,503,778
3,299,306,700
1,193,105,845
3,903,107,466
1,328,208,415
2,566,207,316
1,567,105,246
0,914,101,889
3,726,402,785
0,94,106,640
0,228,506,640
3,554,404,836
3,275,305,766
3,629,409,282
3,816,509,835
1,951,403,710
0,95,100,586
0,69,100,617
0,1065,204,343
3,619,408,317
0,288,506,680
1,408,404,574
0,605,500,217
3,972,103,405
0,71,108,585
3,83,402,706
3,657,400,259
3,746,509,765
1,584,107,69
1,201,108,797
3,77,404,718
1,741,507,224
0,400,504,259
3,742,201,357
0,43,105,622
3,543,401,824
3,204,400,169
3,741,208,353
2,737,105,437
0,829,108,924
1,236,107,802
1,641,109,113
3,715,406,235
1,403,103,707
3,891,105,411
3,368,300,606
1,197,103,851
0,199,502,638
3,204,401,151
2,583,501,854
0,374,507,283
3,573,401,820
0,58,108,596
0,560,509,181
3,686,409,725
3,895,101,404
1,364,402,560
3,673,409,802
3,208,403,212
1,579,104,323
3,937,106,474
1,887,406,752
1,584,402,102
3,546,403,880
3,677,403,330
2,538,504,483
3,739,400,776
3,25,403,647
0,893,101,837
1,586,103,117
3,536,406,879
2,739,102,430
1,585,106,246
0,894,106,859
0,233,101,550
2,616,503,914
0,1038,201,298
0,907,507,406
2,538,502,447
2,521,503,459
0,214,507,700
1,464,104,648
0,1057,205,379
3,904,109,480
3,769,501,781
3,704,404,308
2,523,507,499
1,334,200,347
0,971,509,428
2,502,206,307
3,122,408,142
3,651,407,284
1,371,205,398
0,83,105,557
3,971,104,477
3,644,406,310
0,1042,204,345
3,585,302,385
2,579,505,885
0,1053,209,371
0,978,504,485
0,210,502,638
1,258,101,839
1,642,103,319
0,67,109,642
1,213,104,806
3,345,306,660
0,866,102,891
0,230,506,623
3,565,303,428
3,693,400,721
2,544,503,849
3,689,400,301
1,777,504,234
3,170,409,218
3,659,409,300
1,579,104,69
0,862,108,842
3,243,307,1000
2,712,107,514
2,563,205,329
1,909,408,666
0,872,108,843
3,69,407,676
3,335,301,741
2,518,201,294
1,646,105,305
1,754,500,247
0,274,503,666
3,786,509,831
0,1054,206,395
3,263,309,1058
3,689,404,722
0,910,508,441
3,556,304,423
1,938,404,675
0,420,509,254
2,607,504,887
0,1093,202,357
2,502,207,305
3,898,105,487
0,356,505,324
1,776,501,226
0,1021,209,360
3,768,506,794
0,81,101,581
0,937,501,472
0,1078,209,378
0,195,108,492
0,377,500,324
3,688,404,803
3,296,301,1008
3,308,309,711
2,544,501,479
1,733,506,287
1,360,207,330
1,352,209,325
3,715,207,412
2,744,104,427
3,703,403,329
3,716,204,345
1,579,407,115
3,831,505,816
3,780,208,375
0,859,100,856
3,822,503,769
3,786,202,351
1,730,503,224
0,913,105,886
1,554,100,88
3,64,408,685
3,579,307,459
3,967,102,399
2,489,206,334
3,570,105,396
3,698,407,721
2,1042,106,312
3,259,304,1053
0,230,107,562
1,245,107,862
3,597,405,832
2,494,207,305
3,46,401,694
0,411,505,304
1,537,403,119
0,994,504,445
3,523,104,428
3,269,303,702
3,298,305,1038
0,439,506,303
0,70,105,617
0,577,504,229
0,254,507,713
3,613,407,887
3,537,403,866
3,363,302,757
2,617,508,838
1,876,405,680
2,521,506,465
1,619,108,288
3,780,501,821
1,921,408,703
2,1006,102,257
2,520,208,276
1,617,103,79
0,841,102,872
3,667,401,314
1,585,402,58
1,951,405,686
1,360,409,535
3,244,308,1021
1,897,401,761
3,303,308,701
3,571,304,402
2,796,103,460
3,293,305,987
0,1027,202,331
1,380,409,529
1,723,504,245
3,512,109,432
2,539,500,844
2,1011,109,269
0,896,103,887
0,390,503,253
0,256,102,560
3,31,401,654
3,756,505,754
0,1090,204,367
1,396,108,657
2,549,504,505
3,160,401,221
2,1006,103,227
1,328,409,534
3,216,301,1029
3,243,300,1018
0,263,101,533
3,163,400,228
1,397,404,506
2,617,500,504
1,413,402,519
1,310,201,419
3,87,407,696
3,560,101,401
0,96,105,565
3,547,309,426
3,254,302,1041
3,286,309,753
1,207,100,805
0,590,504,228
3,290,304,694
3,697,404,312
0,1051,205,322
3,714,406,254
3,974,102,428
1,268,109,805
3,927,105,445
0,943,509,411
2,513,203,319
3,734,409,809
2,613,509,449
0,9,104,642
3,200,403,151
1,543,401,57
3,919,105,447
0,106,105,595
2,752,102,451
1,757,506,301
3,125,407,234
0,256,503,702
1,600,108,326
0,264,105,541
1,341,209,373
3,297,307,724
2,544,503,851
2,522,507,511
0,967,501,406
1,704,501,247
0,254,102,495
0,1084,207,369
1,349,200,383
0,230,103,485
0,918,501,414
1,594,102,294
0,198,107,535
3,559,303,384
3,576,303,440
3,188,409,216
0,100,107,618
1,940,408,730
0,279,107,516
3,942,106,489
0,41,105,614
2,551,206,298
1,928,400,754
2,1038,107,265
0,971,506,414
0,538,509,172
1,760,507,271
0,275,502,685
3,569,404,855
3,299,306,677
0,894,102,914
0,1002,500,399
3,323,306,705
0,588,500,220
2,596,504,920
1,624,108,314
3,737,205,349
2,492,205,295
3,715,407,793
3,221,301,1069
1,393,205,342
1,590,406,128
0,917,109,874
3,346,306,644
0,1074,202,381
1,575,101,133
0,1087,200,317
3,612,402,857
3,777,205,424
0,239,507,641
0,897,102,861
0,866,102,909
0,860,100,923
0,296,500,620
3,644,408,236
3,668,408,288
2,607,501,474
1,283,103,771
3,325,305,732
0,971,506,457
1,552,403,59
1,765,500,300
2,536,503,487
2,737,102,488
3,631,302,417
0,357,506,287
1,607,100,245
3,761,405,755
3,361,308,678
3,615,404,834
0,447,505,230
2,527,204,287
1,352,409,503
3,754,406,739
2,746,103,470
2,552,501,446
3,962,109,453
0,1019,201,302
3,708,404,288
3,129,409,157
1,946,404,685
3,788,501,805
3,537,107,416
0,93,107,555
0,552,501,174
0,379,505,297
0,372,509,252
3,202,405,209
1,566,104,269
3,932,108,412
3,572,409,877
3,735,200,397
2,549,507,832
1,689,505,242
3,614,402,803
0,1055,203,353
0,944,506,452
0,956,508,467
3,266,301,1002
3,291,303,699
0,977,500,408
1,448,104,672
3,258,305,983
0,252,106,546
0,1116,202,328
0,40,104,562
3,593,408,857
1,392,105,651
3,747,506,810
3,729,403,730
2,746,108,467
0,247,105,527
0,436,500,271
1,369,404,568
0,409,505,303
3,605,405,851
1,323,203,416
1,561,107,291
1,559,104,257
0,442,506,283
2,998,109,314
1,865,403,732
2,991,103,290
0,871,103,922
1,537,407,53
3,189,400,229
0,883,102,917
2,621,501,907
2,505,200,267
0,81,107,563
0,229,102,496
3,587,405,895
1,579,105,143
3,61,407,716
3,586,302,409
3,900,105,440
0,869,101,875
1,570,405,100
1,645,100,84
2,794,103,441
1,643,109,61
3,742,400,744
1,448,103,695
1,552,108,92
3,565,402,807
3,35,409,640
3,807,505,750
1,262,108,852
2,605,501,836
1,398,405,573
3,715,406,769
1,458,102,688
3,778,501,795
3,539,408,890
2,585,506,450
2,544,504,868
0,1027,203,317
3,290,305,764
3,759,504,825
1,751,502,275
1,858,409,713
0,185,108,510
3,690,408,287
3,825,502,783
1,784,503,283
0,40,104,596
0,531,504,261
0,221,102,479
1,371,206,394
3,531,101,366
3,721,408,743
3,581,306,451
3,737,202,367
0,537,500,222
2,542,201,280
2,615,506,843
3,714,406,789
2,534,505,448
0,607,506,202
0,183,109,504
3,280,302,608
3,590,306,407
1,416,109,714
3,708,405,309
2,748,104,426
1,635,102,147
3,297,307,644
0,942,502,426
1,401,202,326
1,364,206,356
3,773,501,769
1,766,508,287
3,132,406,144
0,84,105,605
3,308,306,697
3,186,405,197
2,742,101,448
3,734,204,343
0,848,107,911
2,605,503,463
2,984,102,249
0,995,502,491
3,569,302,384
3,767,505,845
0,24,106,593
3,742,405,817
3,605,301,415
2,754,105,513
0,906,505,423
3,333,305,743
0,403,506,324
3,710,408,781
1,858,404,728
3,263,305,984
3,131,405,218
2,1051,100,263
1,747,504,259
1,218,108,809
1,555,105,74
3,542,309,465
3,316,303,672
3,586,102,363
3,46,408,661
0,223,103,526
2,552,501,910
1,384,200,381
3,782,205,375
0,983,501,418
1,541,400,113
1,354,409,572
3,69,401,655
0,895,108,846
2,581,500,884
2,773,101,488
3,790,506,811
1,587,102,144
0,1077,202,387
3,84,402,654
0,56,108,564
0,601,505,179
1,900,409,671
3,652,403,299
0,912,504,473
2,503,207,249
2,601,505,466
0,215,108,516
1,577,403,60
1,648,104,287
3,941,106,496
1,318,200,387
1,932,404,696
3,19,408,724
1,642,102,62
3,706,401,324
1,931,402,740
2,564,507,846
3,314,304,632
3,620,300,392
0,23,100,635
3,671,401,253
0,207,501,711
1,755,501,246
0,1036,202,337
3,744,201,414
3,537,408,800
0,1081,207,332
3,86,401,720
1,417,105,669
1,586,407,94
3,747,505,835
3,756,406,785
3,615,307,443
0,903,104,904
1,556,100,123
1,347,403,485
2,502,204,294
2,534,509,493
0,863,103,916
2,563,508,905
0,266,103,554
1,556,100,96
3,575,408,862
0,855,105,892
0,260,109,564
2,728,100,434
3,692,406,273
3,280,303,632
2,535,508,471
3,782,508,823
3,825,502,829
0,255,502,643
1,614,107,126
0,246,101,527
1,609,102,73
2,790,103,495
1,718,509,227
1,607,104,101
0,221,109,490
3,795,503,767
1,924,407,740
0,532,501,245
0,589,501,222
3,909,106,437
0,385,503,290
3,614,403,833
3,36,400,687
1,613,102,121
3,281,307,997
3,496,108,371
3,583,306,393
3,648,409,279
0,834,107,913
0,19,107,589
1,358,201,334
3,108,407,645
2,503,208,320
3,249,305,986
3,346,303,702
1,713,500,225
0,296,508,688
3,694,402,733
3,333,307,675
0,564,505,239
0,1052,209,374
1,861,406,687
0,884,100,922
2,561,506,459
1,549,109,105
0,1046,204,348
0,1104,208,301
3,623,401,271
3,821,509,750
1,757,502,289
1,615,106,315
3,587,300,423
0,386,503,229
3,223,307,1013
0,268,501,628
2,955,109,304
1,291,101,804
3,910,104,410
1,594,401,124
3,765,401,775
3,740,408,744
3,258,309,1047
3,620,401,280
2,553,502,458
3,750,203,348
1,337,209,388
3,501,109,387
1,945,409,740
3,312,306,617
1,194,105,846
3,743,204,375
0,216,102,530
3,608,402,811
2,574,209,294
3,206,402,169
3,604,407,804
1,372,403,525
3,638,406,278
1,209,101,780
3,24,403,661
3,282,309,752
2,778,104,468
0,73,103,566
0,837,102,874
3,886,103,493
3,609,309,442
3,281,306,633
1,263,100,785
0,1035,200,327
1,427,105,675
2,978,107,313
0,84,108,651
3,316,306,623
0,954,500,493
3,544,306,468
3,702,404,735
1,352,201,379
2,803,109,464
2,507,201,293
2,579,202,257
0,16,106,564
1,246,107,819
3,568,309,463
3,691,400,811
1,593,404,99
2,588,503,918
3,720,203,419
0,1053,203,321
1,926,403,727
1,594,100,77
3,498,102,380
0,262,104,485
0,900,101,882
3,623,408,831
2,505,204,290
3,132,407,205
2,556,209,297
3,532,108,419
3,961,105,438
3,580,103,421
3,556,100,384
3,920,100,427
3,703,405,257
3,684,408,762
3,685,402,787
3,101,408,639
3,34,407,719
3,73,406,722
1,331,207,342
1,342,204,325
0,400,506,264
1,759,504,267
0,252,509,641
1,730,508,285
0,983,508,463
0,1067,203,383
2,568,509,862
1,724,503,299
3,542,409,885
3,901,102,452
3,286,301,669
3,810,204,424
2,983,100,226
3,693,405,257
0,210,109,521
3,664,406,322
0,931,509,421
0,10,106,614
0,545,506,268
0,279,105,549
2,492,206,242
3,194,400,187
2,564,505,519
3,763,509,813
3,649,403,276
1,359,200,338
3,77,409,712
0,250,105,531
1,591,409,92
3,514,107,440
1,559,401,69
2,570,503,480
0,970,503,437
3,756,507,783
3,291,301,635
2,604,505,887
1,315,203,372
0,1083,208,319
0,1023,204,391
3,551,104,415
3,594,407,866
3,768,508,821
1,213,108,794
3,315,308,745
1,462,103,697
0,202,106,550
2,793,100,435
3,231,304,1005
1,883,408,738
2,762,101,503
1,553,401,43
1,553,409,108
0,182,103,522
2,711,101,503
3,263,308,1021
2,976,104,250
1,608,102,273
1,346,402,545
3,133,405,230
3,109,406,627
0,915,505,405
2,620,500,877
3,26,400,699
3,749,202,417
1,617,103,57
3,358,306,744
3,581,401,856
3,570,106,395
2,714,100,516
2,772,100,479
0,865,109,839
3,758,402,772
2,1017,107,294
3,546,408,851
2,790,105,440
3,344,306,767
3,587,407,857
1,322,400,505
1,414,108,721
3,948,101,412
2,540,501,478
0,1107,203,316
3,646,405,290
1,631,104,299
1,565,407,86
2,572,201,243
1,250,107,827
0,563,507,196
3,242,308,1038
1,622,109,89
2,785,103,503
3,86,405,655
1,583,406,104
0,207,500,621
0,9,100,615
3,972,104,402
1,957,403,698
2,743,102,438
3,300,304,1072
0,911,509,412
1,537,403,87
3,284,307,1062
0,279,504,639
3,765,407,806
3,161,405,230
3,669,400,264
1,531,409,127
3,927,104,417
3,760,404,752
3,740,500,826
3,294,307,625
0,1055,207,307
0,520,503,173
0,590,509,182
1,324,200,385
3,579,401,893
2,751,108,425
1,658,106,263
3,731,409,752
3,933,106,402
